ik,n,t,eps,lam_1s,E0eff_1s,lam_2s,E0eff_2s,lam_2p,E0eff_2p,lam
39,2,0.70447,0.4862475173,2.3688517895998114e-06,2.7709551079227994,0.00020884823945972744,0.28118799312382436,0.029520372776854202,3.1265667635706045,0.02973158986810353
39,3,0.70447,0.5825010469,2.3342790861275233e-06,2.7641697941242094,0.00015378859939677315,0.2603143284732309,0.028339296819602268,3.0311784582243617,0.028495419698085167
39,4,0.70447,0.5825010469,2.334279086173285e-06,2.764169794124251,0.00015378859939985364,0.26031432847325736,0.028339296820161227,3.031178458224634,0.028495419698647256
39,5,0.70447,0.5831189371,2.325719443157358e-06,2.7621481795712843,0.00015174587153121442,0.26019264316210666,0.027974917584588314,3.020727002106338,0.028128989175562686
39,6,0.70447,0.7057768018,2.3084511705576404e-06,2.760331777885359,0.00013892996046187319,0.25829350502479054,0.025549253973807723,2.9969172032943248,0.025690492385440154
39,7,0.70447,1.2074486633,2.0770298564383176e-06,2.708472161504737,1.669290765745857e-05,0.1392832062099981,0.01273024222939687,2.410927788477932,0.012749012166910767
39,8,0.70447,1.2483535286,2.0671840274558618e-06,2.7064689117878915,1.4484334500797753e-05,0.13282773253459962,0.012107151159738054,2.382326453830298,0.012123702678266308
40,1,0.71744,0.1164458127,2.4957693853297606e-06,2.794165902914985,0.0005240563142640436,0.34264094871874246,0.021929210964416527,3.4341541299909912,0.0224557630480659
40,2,0.71744,0.4760684382,2.3724091259676097e-06,2.771632024529058,0.00021457198443480322,0.2829510339804737,0.029628874051643862,3.135465675395725,0.029845818445204633
40,3,0.71744,0.5803816959,2.3351087267099364e-06,2.764335149509259,0.0001547367776645618,0.2607003110036165,0.02838552303482785,3.0332199039442957,0.028542594921219123
40,4,0.71744,0.5803816959,2.335108726680987e-06,2.764335149509247,0.00015473677766263092,0.26070031100361446,0.0283855230344741,3.033219903944209,0.02854259492086341
40,5,0.71744,0.5807193939,2.326564762572963e-06,2.762312222613746,0.0001527102571538598,0.2605849445782025,0.028025167544954786,3.022767073476099,0.028180204366871218
40,6,0.71744,0.7036757702,2.309124901319548e-06,2.760463090484431,0.0001398251359121371,0.2587231884173687,0.025583362643985672,2.998888364666159,0.02572549690479913
40,7,0.71744,1.2120213779,2.0749981216853715e-06,2.7079911203917373,1.6325892408116676e-05,0.1382757697797136,0.01262985196939352,2.4058956807467076,0.012648252859923322
40,8,0.71744,1.2543105564,2.0646278228668565e-06,2.705864863117511,1.4106929249509638e-05,0.13170773921486198,0.0119859019839957,2.376257160866646,0.012002073541068076
41,1,0.72831,0.1214669912,2.494058029515749e-06,2.793863202247509,0.0005176256585027828,0.341782228322184,0.02231913524856329,3.430422421947051,0.022839254965095587
41,2,0.72831,0.4676072487,2.3753631368048535e-06,2.7721931021982362,0.00021943597156864032,0.2844158672179342,0.029713088852457742,3.142884670815563,0.029934900187163188
41,3,0.72831,0.5786779061,2.3357720263243807e-06,2.764467108977262,0.00015550296127828667,0.26101122684614264,0.028421255718739692,3.0348421466246522,0.028579094452044304
41,4,0.72831,0.5786779061,2.3357720263096385e-06,2.764467108977202,0.00015550296127717805,0.26101122684609573,0.02842125571855155,3.0348421466240203,0.02857909445185504
41,5,0.72831,0.5787600793,2.327220237623867e-06,2.76243804071153,0.0001534869171550835,0.26090039940091037,0.028063972717874808,3.0243680011549063,0.028219786855267517
